Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date
"Adventures of TinTin, The (Original 2021)",Original,2021,"Comics, Animation, Kids",-,-,-,SS,VPX,"Devious626, Javier, Derek, Brendan Bailey (Pinwizkid), Phenom, Hawkeyez88, Goldchicco, TCDeez",1.0.0,2022-04-21
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,VPX,"Bigus1, BorgDog, GTXJoe, Bob5453, Gaston",1.0,2023-07-13
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,VPX,"Xenonph, GTXJoe, Bob5453, Gaston",2.1,2023-02-02
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,VPX,"Rajo Joey, BorgDog, GTXJoe, Bob5453, Gaston",1.0.0,2023-01-05
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,FP,"Margoni",1.0,2023-09-12
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,VPX,"Morttis, Arconovum, Xenonph, BorgDog, GTXJoe, Bob5453, Gaston",1.1-1.0,2023-06-23
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,VPX,"BorgDog, GTXJoe, Bob5453, Gaston",0.9,2017-06-27
"Amazing Spider-Man, The (Gottlieb 1980)",Gottlieb,1980,"Celebrities, Fictional, Licensed Theme, Superheroes",4,2285,-,SS,VPX,"GTXJoe, Bob5453, Gaston",1.0,2016-08-27
"Atarians, The (Atari 1976)",Atari,1976,"Adventure",-,102,-,SS,VPX,"Wiesshund, Ash, George Opperman, Patrick2610",1.02,2023-11-07
"Atarians, The (Atari 1976)",Atari,1976,"Adventure",-,102,-,SS,VP9,"Dboyrecords, Stefan Austria (STAT), Kiwi, Ash, Arngrim",1.2,2023-11-02
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"TastyWasps, Masonm, Bigus1, Diemonik, Neofr45, Stout, Freneticamnesic, GTXJoe",1.48,2023-08-13
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"Masonm, Bigus1, Diemonik, Neofr45, Stout, Freneticamnesic, GTXJoe",1.5,2023-07-13
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"Bigus1, Diemonik, Neofr45, Stout, Freneticamnesic, GTXJoe",1.3,2021-10-16
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"UnclePaulie, 32assassin, Freneticamnesic, GTXJoe",1.0.0,2023-09-14
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"Morttis, Arconovum, 32assassin, Freneticamnesic, GTXJoe",0.9.1-1,2023-06-23
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"32assassin, Freneticamnesic, GTXJoe",0.9.1,2023-06-23
"Avengers, The (Original 2023)",Original,2023,"TV show, Spies, Action, Comedy",-,-,-,-,VPX,"Stevegooner123, VLive, Iceman, JPSalas",1.4.0,2024-01-11
"Avengers, The (Original 2023)",Original,2023,"TV show, Spies, Action, Comedy",-,-,-,-,VPX,"VLive, Iceman",1.01,2023-12-29
"Avengers Infinity Quest, The (Stern 2020)",Stern,2020,"Comics, Fantasy, Licensed Theme, Superheroes",-,-,-,SS,VPX,"Fastdraw (Granit)",1.0.1,2023-08-06
"Bally Game Show, The (Bally 1990)",Bally,1990,"Comedy, Game Show",4,985,-,SS,VPX,"Bigus1, 32assassin, Irata",3.0,2023-12-02
"Bally Game Show, The (Bally 1990)",Bally,1990,"Comedy, Game Show",4,985,-,SS,VPX,"Wed21, Bigus1, 32assassin",1.1,2023-09-29
"Bally Game Show, The (Bally 1990)",Bally,1990,"Comedy, Game Show",4,985,-,SS,VPX,"Rajo Joey, 32assassin, Sixtoe, Rawd",1.0,2023-09-29
"Bally Game Show, The (Bally 1990)",Bally,1990,"Comedy, Game Show",4,985,-,SS,VPX,"32assassin",0.91,2023-06-23
"Batman, The (Original 2022)",Original,2022,"Licensed Theme, Movie, Superheroes, Comics",-,-,-,SS,VPX,"Miguel Roche, Trino7, Skitso, Lord Hiryu, DJRobX, Ninuzzu, Tom Tower",1.0.0,2022-04-12
"Beastmaster, The (Original 2021)",Original,2021,"Movie",2,-,-,SS,VPX,"Balutito, Joshua Milrad",1.0.2,2021-11-16
"Beatles, The (Original 2018)",Original,2018,"Music",-,-,-,SS,VPX,"ScottyWic",0.07,2021-04-07
"Big Lebowski Pinball, The (Dutch Pinball 2016)",Dutch Pinball,2016,"Sports, Bowling, Movie",-,-,-,-,FP,"TheGhost787",1.0 WIP,2023-09-14
"Blues Brothers, The (Original 2020)",Original,2020,"Music",4,-,-,SS,VPX,"Marty02, JPSalas, Martin Brunker",3.0,2023-12-10
"Cerebral Maze, The (Original 2022)",Original,2022,-,-,-,-,SS,VPX,"JPJ, Les Frères Poulain, La Grande Table Productions, JPJ, Chucky87, Aetios, Arngrim",1.0.0,2022-02-25
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,VPX,"Mikcab, Mfuegemann, Fuzzel, Dark, Zany, TastyWasps, Redbone",1.43,2023-11-17
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,VPX,"Mike Da Spike, Mfuegemann, Fuzzel, Dark, Zany, Bigus1",1.1,2023-03-04
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,VPX,"Bigus1, Mfuegemann, Fuzzel, Dark, Zany",1.0,2023-01-26
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,FX,"Zen Studios",-,2022-04-02
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,VPX,"Morttis, Mfuegemann, Arconovum",1.0-1,2023-06-23
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,VPX,"Mfuegemann, Fuzzel, Dark, Zany",1.2,2017-10-18
"Champion Pub, The (Bally 1998)",Bally,1998,"Sports, Boxing",4,4358,-,SS,FX3,"Zen Studios",-,2000-01-01
"Clash, The (Original 2018)",Original,2018,"Music, Singing",4,1979,-,SS,VPX,"Onevox, Xenonph, Thalamus, Schreibi34, ScottyWic, Flupper, CarnyPriest, Randr, JPSalas, Bord",1.3,2023-08-27
"Clash Pro - Audio Ammunition, The (Original 2020)",Original,2020,"Music, Singing",4,-,-,SS,VPX,"Onevox, Flupper, Thalamus, Xenonph, Schreibi34, Loserman76, ScottyWic, The Loafer, RiK, LynnInDenver, Cyberpez, DJRobX, DocPinball, CarnyPriest, nFozzy, Arngrim, JPSalas, Bambi Plattfuss, Bord",2.0,2021-04-07
"Conjuring, The (Original 2020)",Original,2020,"Supernatural, Movie",4,-,-,SS,VPX,"Davor Lipovac, Stefanaustria (STAT), Loserman76, JPSalas",1.0,2020-09-16
"Dark Crystal Pinball, The (Original 2020)",Original,2020,"Movie, Fantasy",-,-,-,SS,VPX,"Gman77, Mark Paulik (WPilot), JPSalas, Jagandy82, Addestratore, ionman99, Cliffy, Nagaidevil",1.0.0,2023-08-12
"Dark Crystal Pinball, The (Original 2020)",Original,2020,"Movie, Fantasy",-,-,-,SS,VPX,"Mark Paulik (WPilot), JPSalas",1.2,2020-05-22
"Delta Force - Chuck Norris, The (Original 2019)",Original,2019,"Celebrities, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-03-04
"Dude, The (Original 2021)",Original,2021,"Movie, Bowling",4,-,-,SS,VPX,"HauntFreaks, iDigStuff, Hawkeyez88, Fluffhead35, Wylte, 32assassin",2.0,2021-11-08
"Dude, The (Original 2021)",Original,2021,"Movie, Bowling",4,-,-,SS,VPX,"Hawkeyez88, Joey Beaulieu (Joe Picasso), Addestratore, iDigStuff, 32assassin",1.0.0,2023-08-06
"Dude, The (Original 2021)",Original,2021,"Movie, Bowling",4,-,-,SS,VPX,"Addestratore, iDigStuff, 32assassin",1.0,2023-08-06
"Dude, The (Original 2021)",Original,2021,"Movie, Bowling",4,-,-,SS,VPX,"32assassin",1.2,2023-08-06
"Elder Scrolls V Skyrim Pinball, The (Zen Studios 2016)",Zen Studios,2016,"Licensed Theme, Video Game",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Exorcist, The (Original 2023)",Original,2023,"Horror",-,-,-,SS,VPX,"Joe Picasso, Remdwaas1986, Muhaha, Vpcle, TastyWasps, HauntFreaks, Ray Pritchard, Classic Radios, JPSalas, Oqqsan, Rob Mertens, Christopher Franchi, Melike Ozen",1.0.1,2023-11-07
"Fifth Element, The (Original 2022)",Original,2022,"Movie",-,-,-,SS,VPX,"Nesta78, Rawd, Pixel.fi, Sixtoe, JPSalas",1.0.0,2022-12-29
"Fifth Element, The (Original 2022)",Original,2022,"Movie",-,-,-,SS,VPX,"Nesta78, Pixel.fi, Eric Sierra, Fleep, Flupper, Mike Krumlauf, Stef974, Davy, Outhere, JPSalas, Goldchicco",1.3,2022-09-10
"Flash, The (Original 2018)",Original,2018,"Comics, Superheroes",4,871,-,SS,VPX,"Onevox, Wildman, Vogliadicane, Xenonph, DJRobX, Jim L., HauntFreaks, JPSalas",2.0,2023-06-24
"Flintstones, The (Williams 1994)",Williams,1994,"Cartoon, Licensed Theme",4,888,-,SS,VPX,"G5k, 3rdAxis, DJRobX",1.2.6,2022-01-20
"Flintstones, The (Williams 1994)",Williams,1994,"Cartoon, Licensed Theme",4,888,-,SS,VPX,"G5k, 3rdAxis, DJRobX",1.27,2022-01-20
"Flintstones, The (Williams 1994)",Williams,1994,"Cartoon, Licensed Theme",4,888,-,SS,VPX,"G5k, 3rdAxis, DJRobX",1.27-mod,2023-06-25
"Flintstones, The (Williams 1994)",Williams,1994,"Cartoon, Licensed Theme",4,888,-,SS,VPX,"G5k, 3rdAxis, DJRobX",1.25.7,2022-01-21
"Fly, The (Original 2023)",Original,2023,-,-,-,-,-,VPX,"Icepinball, GauGau",1.0.0,2023-10-11
"Fog, The (Original 2020)",Original,2020,"Movie, Horror",2,-,-,EM,VPX,"HiRez00, Loserman76, Rascal, BorgDog, Apophis, JPSalas, Rothbauerw, nFozzy",2.5a,2022-01-25
"Games, The (Gottlieb 1984)",Gottlieb,1984,"Sports, Olympic Games",4,3391,-,SS,VPX,"Balater",1.03,2019-10-25
"Gaston Pinball Machine, The (Original 2020)",Original,2020,"Comics",-,-,-,EM,VPX,"Alois",1.0,2020-03-13
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,VPX,"Chokeee, Ganjafarmer, 32assassin",1.0,2022-11-06
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,VPX,"Solters, Gedankekojote97, Ganjafarmer, 32assassin",1.0,2022-08-10
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,VPX,"Gedankekojote97, Ganjafarmer, 32assassin",1.0,2022-04-20
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,FX,"Zen Studios",-,2022-04-02
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,VPX,"Bigus1, Ganjafarmer, Flupper1, 32assassin",2.0,2023-09-23
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,VPX,"Arconovum, Ganjafarmer, 32assassin",1.05-2.6,2023-06-24
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,VPX,"Ganjafarmer, 32assassin",1.2,2018-07-06
"Getaway High Speed II, The (Williams 1992)",Williams,1992,"Police, Speeding, Cars",4,1000,-,SS,FX3,"Zen Studios",-,2000-01-01
"Goonies Never Say Die Pinball, The (Original 2021)",Original,2021,"Movie, Adventure, Kids",-,-,-,SS,VPX,"VPin Workshop (VPW), Hawkeyez88, Fluffhead35, Oqqsan, Wylte, Tomate, Rik, Javier, Fleep, Sixtoe, Apophis, HauntFreaks, Rothbauerw, nFozzy",1.3,2022-06-27
"Goonies Pinball Adventure, The (Original 2019)",Original,2019,"Movie, Adventure, Kids",-,-,-,SS,VPX,"Javier, Glxb, Highlnder00, Jpinsa, Shaderbytes",1.03,2019-09-11
"Grinch, The (Original 2022)",Original,2022,"Christmas, Kids",-,-,-,EM,-,"Daphishbowl, Iaakki, Bambi Plattfuss, Pinballfan2018",1.0,2022-12-25
"Grinch, The (Original 2022)",Original,2022,"Christmas, Kids",-,-,-,EM,VPX,"World-of-Virtual-pinball, JPSalas, Pinbalfan2018, Dark Phoenix Group",1.0.0,2023-12-09
"Grinch Pinball, The (Original 2020)",Original,2020,"Christmas",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas",1.0,2020-11-27
"Hateful Eight, The (Original 2022)",Original,2022,"Movie, American West",-,-,-,SS,VPX,"Michel757, Balutito",1.0.0,2023-06-25
"Hateful Eight, The (Original 2022)",Original,2022,"Movie, American West",-,-,-,SS,VPX,"Balutito, Dtatane, Daeron61, Ninuzzu, Tom Tower",1.2,2022-02-20
"Hungry Dead, The (Original 2005)",Original,2005,"Horror",-,-,-,-,FP,"GeorgeH, Ruckage, Protricity, NoppZ, Djpretzel, Pangier",1.4,2023-10-11
"Incredible Hulk, The (Gottlieb 1979)",Gottlieb,1979,"Licensed Theme, Comics, Superheroes",4,1266,-,SS,VPX,"Dr.Nobody, BorgDog",1.0.0,2023-05-14
"Incredible Hulk, The (Gottlieb 1979)",Gottlieb,1979,"Licensed Theme, Comics, Superheroes",4,1266,-,SS,VPX,"Rajo Joey, Schreibi34, 32assassin",1.1.1,2022-03-17
"Incredible Hulk, The (Gottlieb 1979)",Gottlieb,1979,"Licensed Theme, Comics, Superheroes",4,1266,-,SS,VPX,"BorgDog",2.0,2019-05-18
"Incredible Hulk, The (Gottlieb 1979)",Gottlieb,1979,"Licensed Theme, Comics, Superheroes",4,1266,-,SS,VPX,"Schreibi34, 32assassin",1.1.1,2017-12-12
"Incredible Hulk, The (Gottlieb 1979)",Gottlieb,1979,"Licensed Theme, Comics, Superheroes",4,1266,-,SS,VPX,"HauntFreaks, BorgDog, 32assassin",1.0,2016-09-03
"Incredible Hulk, The (Gottlieb 1979)",Gottlieb,1979,"Licensed Theme, Comics, Superheroes",4,1266,-,SS,-,"32assassin",1.2,2023-07-03
"Infinity Gauntlet, The (Zen Studios 2014)",Zen Studios,2014,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Infinity Gauntlet, The (Zen Studios 2014)",Zen Studios,2014,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Peter Grafl",-,2023-07-23
"Labyrinth, The (Original 2023)",Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy82, JPSalas, Balutito, Nesta78, Joe Picasso",3.0,2023-12-08
"Last Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",-,-,-,-,VPX,"Fireslayer26",1.3,2020-05-01
"Last Ninja, The (Original 2018)",Original,2018,"Video Game, Martial Arts",-,-,-,SS,VPX,"Ivantba, Xenonph, BorgDog, JPSalas",1.1,2018-11-06
"Last Of Us, The (Original 2018)",Original,2018,"Horror, TV Show",-,-,-,SS,VPX,"Ivantba, JPSalas",1.1,2019-01-03
"Last Starfighter, The (Original 2020)",Original,2020,"Science Fiction, Movie",-,-,-,-,VPX,"Djchiccomix",1.0,2020-04-18
"Last Starfighter, The (Original 2023)",Original,2023,"Science Fiction, Movie",-,-,-,SS,VPX,"Rascal, Xenonph, HiRez00, DonRutler, JPSalas",1.04,2023-04-26
"Last Starfighter, The (Original 2023)",Original,2023,"Science Fiction, Movie",-,-,-,SS,VPX,"Xenonph, HiRez00, DonRutler, JPSalas",1.01,2023-03-11
"Last Unicorn, The (Original 2020)",Original,2020,"Fantasy, Movie",-,-,-,EM,VPX,"Mark Paulik (WPilot), JPSalas",1.0,2020-08-17
"Last Unicorn, The (Original 2020)",Original,2020,"Fantasy, Movie",-,-,-,EM,VPX,"Jagandy82, Wpilot, Joe Picasso, BurtMacklin, Gman77",1.0.0,2023-09-24
"Legend of Zelda, The (Original 2015)",Original,2015,"Video Game, Kids",-,-,-,SS,VPX,"JPSalas, LoadedWeapon, Arngrim",4.3.0,2023-11-02
"Leprechaun King, The (OrbitalPin 2019)",OrbitalPin,2019,"Fantasy",4,-,-,SS,VPX,"ScottyWic, Victoria Fernandez, Danny Tieger, Sofia Silva, Frank Heming, Orbital Creators Club",0.35,2021-04-07
"Lion King, The (Original 2020)",Original,2020,"Animation, Kids",4,-,-,SS,VPX,"Ivantba, Shamrock1980, JPSalas, Siggi",1.0,2023-06-25
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"VPin Workshop (VPW)",1.4,2023-08-23
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"Bigus1, JPSalas",2.0,2023-08-06
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"Siggi, Neofr45, JPSalas",2.0,2023-01-19
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"Senseless, Siggi, Neofr45, JPSalas",1.0.1,2022-03-31
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"Hanibal, Coindropper",2.0,2019-03-10
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"Arconovum, Coindropper",1.6-2.5,2023-06-24
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"Neofr45, JPSalas",1.0.3,2017-06-10
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,"TheGhost787, JPSalas",1.0,2023-10-06
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,"Science Fiction",4,1502,-,SS,VPX,"Bigus1, Wrd1972",1.0,2023-07-29
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,"Science Fiction",4,1502,-,SS,FX,"Zen Studios, Zoltan Vari",-,2023-07-23
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,"Science Fiction",4,1502,-,SS,VPX,"VPin Workshop (VPW), Wrd1972",1.0.4,2022-11-15
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,"Science Fiction",4,1502,-,SS,VPX,"Gedankekojote97, Wrd1972",1.1,2022-04-20
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,"Science Fiction",4,1502,-,SS,VPX,"Wrd1972",2.1,2022-04-20
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,"Science Fiction",4,1502,-,SS,VPX,"Arconovum, Wrd1972",2.0-2.5,2023-06-24
"Magnificent Seven, The (Original 2020)",Original,2020,"American West, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-05-21
"Mandalorian, The (Original 2020)",Original,2020,"Science Fiction, Space Fantasy, TV Show",4,-,-,SS,VPX,"iDigStuff, Addestratore, Mistermixer, William Hammond, HiRez00",1.1,2020-05-04
"Mandalorian, The (Original 2023)",Original,2023,"Science Fiction, Space Fantasy, TV Show",-,-,-,EM,VPX,"DaRdog81, Mart02, JPSalas, ElinHohler",1.0.0,2023-12-11
"Mandalorian, The (Original 2023)",Original,2023,"Science Fiction, Space Fantasy, TV Show",-,-,-,EM,VPX,"Marty02, JPSalas",3.0,2023-09-30
"Mandalorian, The (Original 2023)",Original,2023,"Science Fiction, Space Fantasy, TV Show",-,-,-,EM,VPX,"DaRdog81, Marty02, JPSalas, Sixtoe",1.0.0,2023-12-11
"Maple Leaf, The (Automatic Industries 1932)",Automatic Industries,1932,"Flipperless",1,5321,-,PM,VPX,"Druadic",1.0,2022-03-14
"Mask, The (Original 2019)",Original,2019,"Movie",4,-,-,-,VPX,"Ivantba, Mfuegemann",1.0,2019-10-22
"Matrix, The (Original 2023)",Original,2023,"Movie, Science Fiction",-,-,-,SS,VPX,"VP_Cooks, JPSalas",1.0.0,2023-03-22
"Moon Walking Dead, The (Original 2017)",Original,2017,"Licensed Theme, Supernatural, Zombies",4,6156,-,SS,VPX,"Diemonik, Dozer",1.1,2020-07-28
"Munsters, The (Original 2020)",Original,2020,"TV Show",-,-,-,SS,VPX,"Allknowing2012",1.06b,2023-02-26
"Munsters, The (Original 2020)",Original,2020,"TV Show",-,-,-,SS,VPX,"Solters, Jamie, Mr H, Franck Hollinger (Mussinger), Allknowing2012, Arngrim, Nailbuster",1.0,2022-08-12
"Munsters, The (Original 2020)",Original,2020,"TV Show",-,-,-,SS,VPX,"Jamie, Mr H, Franck Hollinger (Mussinger), Allknowing2012, Arngrim, Nailbuster",1.05,2022-05-04
"Nightmare Before Christmas, The (Original 2019)",Original,2019,"Christmas",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard",1.0,2020-08-15
"Office, The (Original 2021)",Original,2021,"TV Show, Comedy",-,-,-,SS,VPX,"Nesta78, Phenom, Hawkeyez88, Loserman76, Xenonph, Tio Italo, JPSalas",1.1,2021-10-30
"Pabst Can Crusher, The (Stern 2016)",Stern,2016,"Licensed Theme, Drinking",4,6335,-,SS,VPX,"Drummer72, HiRez00, Thalamus, Stefanaustria (STAT), Iaakki, Allknowing2012, HauntFreaks, JPSalas",1.0,2021-02-01
"Party Zone, The (Bally 1991)",Bally,1991,"Happiness",4,1764,-,SS,VPX,"DarthVito, SG1bsoN, HauntFreaks",1.1,2023-12-11
"Party Zone, The (Bally 1991)",Bally,1991,"Happiness",4,1764,-,SS,VPX,"Fuzzel, Francisco666, Kiwi, Stephanas, Draifet, 32assassin, HauntFreaks, JPSalas",4.0.0,2022-10-25
"Party Zone, The (Bally 1991)",Bally,1991,"Happiness",4,1764,-,SS,FX,"Zen Studios",-,2022-04-02
"Party Zone, The (Bally 1991)",Bally,1991,"Happiness",4,1764,-,SS,VPX,"SG1bsoN, Draifet, Fuzzel, Francisco666, StrangeLeo72, 32assassin, JPSalas",1.0.0,2022-01-15
"Party Zone, The (Bally 1991)",Bally,1991,"Happiness",4,1764,-,SS,VPX,"Draifet, Arconovum, 32assassin, 32assassin, JPSalas",1.0.4-2.5,2023-06-24
"Party Zone, The (Bally 1991)",Bally,1991,"Happiness",4,1764,-,SS,FX3,"Zen Studios",-,2000-01-01
"Price is Right - 2 For the Price of 1, The (Original 2023)",Original,2023,"Game Show",-,-,-,EM,VPX,"Vpfmike42",1.0,2023-05-31
"Price is Right - Five Price Tags, The (Original 2023)",Original,2023,"Game Show",-,-,-,-,VPX,"Vpfmike42",1.0,2023-10-14
"Price is Right - Grand Game 2.0, The (Original 2023)",Original,2023,"Game Show",-,-,-,EM,VPX,"Vpfmike42",1.0,2023-05-31
"Price is Right - Plinko, The (Original 2022)",Original,2022,"Game Show",-,-,-,-,VPX,"Vpfmike42",2.0,2022-10-03
"Purge, The (Original 2022)",Original,2022,"Horror, Adult",-,-,-,SS,VPX,"Pedro Peres, Team Tuga, Mario Joao Paulo, Balutito, Pritch33, Ayatollah of Rock, DigitalJedi084, Dom Wainright Chicken, JPSalas",1.0.0-1.2,2023-06-25
"Raid, The (Playmatic 1984)",Playmatic,1984,"Aviation, Combat, Science Fiction, Aliens",4,3511,-,SS,VPX,"Goldchicco, 32assassin, Movieguru, Mrcmrc, Batch",1.1b,2020-12-09
"Return of the Living Dead, The (Original 2020)",Original,2020,"Horror, Movie",-,-,-,SS,VPX,"Ivantba, Mfuegemann",0.9,2023-08-11
"Rocky Horror Picture Show Edition, The (Original 2022)",Original,2022,"Movie, Musical",-,-,-,SS,VPX,"Icepinball, Ivantba, JPSalas",1.0.0,2023-07-22
"Rolling Stones, The (Stern 2011)",Stern,2011,"Licensed Theme, Music",4,5668,-,SS,VPX,"Bigus1, Dozer, EBisLit",2.0,2023-10-09
"Rolling Stones, The (Stern 2011)",Stern,2011,"Licensed Theme, Music",4,5668,-,SS,VPX,"Balutito, Dozer, Thalamus, Bigus1",1.0.0,2021-11-26
"Rolling Stones, The (Stern 2011)",Stern,2011,"Licensed Theme, Music",4,5668,-,SS,VPX,"Morttis, Dozer, Arconovum",1.5-1.0,2023-06-24
"Rolling Stones, The (Stern 2011)",Stern,2011,"Licensed Theme, Music",4,5668,-,SS,VPX,"Dozer, 85vett",1.5,2016-02-09
"Shadow, The (Bally 1994)",Bally,1994,"Licensed Theme, Detective, Supernatural, Comics, Movie",4,2528,-,SS,VPX,"Bigus1, Alessio, Skitso, Markrock76, Bord",1.0,2023-01-21
"Shadow, The (Bally 1994)",Bally,1994,"Licensed Theme, Detective, Supernatural, Comics, Movie",4,2528,-,SS,-,"Akessio, Skitso, Markrock76, Sixtoe, Bord",1.0.0,2022-10-09
"Shadow, The (Bally 1994)",Bally,1994,"Licensed Theme, Detective, Supernatural, Comics, Movie",4,2528,-,SS,VPX,"Morttis, Skitso, Alessio, Htamas, Chriz99, Arconovum",1.52-1.0,2023-06-24
"Shadow, The (Bally 1994)",Bally,1994,"Licensed Theme, Detective, Supernatural, Comics, Movie",4,2528,-,SS,VPX,"Skitso, Alessio, Markrock76, Thalamus, Arngrim, Bord",1.52,2019-03-28
"Shining Pinball, The (Original 2022)",Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Wpilot, Jagandy82, Nagaidevil, 80sRkadeguy70",1.0.0,2023-11-10
"Shining Pinball, The (Original 2022)",Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Mark Paulik (WPilot), JPSalas",1.0.1,2022-01-12
"Simpsons, The (Data East 1990)",Data East,1990,"Licensed Theme, TV Show, Animation",4,2158,-,SS,VPX,"Bigus1, 32assassin, Francisco666",3.1,2023-05-25
"Simpsons, The (Data East 1990)",Data East,1990,"Licensed Theme, TV Show, Animation",4,2158,-,SS,VPX,"Drakkon, Bigus1, 32assassin, Francisco666",1.1,2022-10-18
"Simpsons, The (Data East 1990)",Data East,1990,"Licensed Theme, TV Show, Animation",4,2158,-,SS,VPX,"Retro27, Herweh",1.5.1,2022-04-11
"Simpsons, The (Data East 1990)",Data East,1990,"Licensed Theme, TV Show, Animation",4,2158,-,SS,VPX,"32assassin, Francisco666",0.91,2018-07-22
"Simpsons Kooky Carnival, The (Stern 2006)",Stern,2006,"Licensed Theme, TV Show, Animation, Carnival",-,-,-,SS,VPX,"Wildman, Dazz, Rawd, Remdwaas1986, Cyberpez, Flipper, Armyaviation, Arngrim, 32assassin",1.0.0,2022-12-05
